"seqID","accessionNumber","blastHit","blastSpecies","gene","geneFamily","eValue","TPM","FPKM","assembler","output"
"TRINITY_DN5921_c0_g1::TRINITY_DN5921_c0_g1_i2::g.14056::m.14056","gi|752776894|gb|GBSH01002932.1|","TSA: Boiga irregularis Birre_tRNAd3 transcribed RNA sequence","Boiga irregularis","tRNAd3 transcribed RNA sequence","TBD",0,5.25,19.59,"Trinity","Merger"
"TRINITY_DN5922_c0_g2::TRINITY_DN5922_c0_g2_i1::g.14012::m.14012","gi|537458451|gb|GAEP01001329.1|","TSA: Micrurus fulvius Mfulv_RNAHelicase-DDX54 mRNA sequence","Micrurus fulvius","RNAHelicase-DDX54 mRNA sequence","TBD",8.74e-176,0.74,2.75,"Trinity","Merger"
"TRINITY_DN59230_c0_g1::TRINITY_DN59230_c0_g1_i1::g.16552::m.16552","gi|521755525|gb|GAAZ01001951.1|","TSA: Crotalus horridus PurpleAcidPhosphatase mRNA sequence","Crotalus horridus","PurpleAcidPhosphatase mRNA sequence","TBD",1.25e-138,0.7,2.6,"Trinity","Merger"
"TRINITY_DN59231_c0_g1::TRINITY_DN59231_c0_g1_i1::g.16554::m.16554","ETE71239.1_1","Opha Counting factor associated protein D  ","Ophiophagus hannah","Counting factor associated protein D  ","TBD",0,1.83,6.83,"Trinity","Merger"
"TRINITY_DN5923_c0_g1::TRINITY_DN5923_c0_g1_i1::g.14034::m.14034","ETE73383.1_1","Opha Leucine-rich repeat-containing protein 15  ","Ophiophagus hannah","Leucine-rich repeat-containing protein 15  ","TBD",9.13e-165,0,0,"Trinity","Merger"
"TRINITY_DN5923_c0_g1::TRINITY_DN5923_c0_g1_i4::g.14033::m.14033","ETE73383.1_1","Opha Leucine-rich repeat-containing protein 15  ","Ophiophagus hannah","Leucine-rich repeat-containing protein 15  ","TBD",1.79e-164,3.81,14.2,"Trinity","Merger"
"TRINITY_DN59241_c0_g1::TRINITY_DN59241_c0_g1_i1::g.16549::m.16549","gi|752782272|gb|GBSH01000390.1|","TSA: Boiga irregularis Birre_BACH1 transcribed RNA sequence","Boiga irregularis","BACH1 transcribed RNA sequence","TBD",0,1.31,4.87,"Trinity","Merger"
"TRINITY_DN59251_c0_g1::TRINITY_DN59251_c0_g1_i1::g.16564::m.16564","ETE66893.1_1","Opha StAR-related lipid transfer protein 9  ","Ophiophagus hannah","StAR-related lipid transfer protein 9  ","TBD",3.12e-119,0,0,"Trinity","Merger"
"TRINITY_DN59255_c0_g1::TRINITY_DN59255_c0_g1_i1::g.16547::m.16547",NA,NA,NA,NA,NA,NA,2.05,7.64,"Trinity","Merger"
"TRINITY_DN5925_c0_g1::TRINITY_DN5925_c0_g1_i1::g.14050::m.14050",NA,NA,NA,NA,NA,NA,1.56,5.8,"Trinity","Merger"
"TRINITY_DN59260_c0_g1::TRINITY_DN59260_c0_g1_i1::g.16550::m.16550","ETE67255.1_1","Opha Transcription factor 20  ","Ophiophagus hannah","Transcription factor 20  ","TBD",0,0.4,1.51,"Trinity","Merger"
"TRINITY_DN59262_c0_g1::TRINITY_DN59262_c0_g1_i1::g.16559::m.16559","ETE61002.1_1","Opha DNA mismatch repair protein Msh2  ","Ophiophagus hannah","DNA mismatch repair protein Msh2  ","TBD",0,1.22,4.56,"Trinity","Merger"
"TRINITY_DN59271_c0_g1::TRINITY_DN59271_c0_g1_i1::g.16551::m.16551","gi|521757814|gb|GAAZ01001198.1|","TSA: Crotalus horridus Chorr_KIAA0415 mRNA sequence","Crotalus horridus","KIAA0415 mRNA sequence","TBD",3.41e-133,1.24,4.62,"Trinity","Merger"
"TRINITY_DN59272_c0_g1::TRINITY_DN59272_c0_g1_i1::g.16558::m.16558","gi|521755522|gb|GAAZ01001952.1|","TSA: Crotalus horridus Chorr_PyrrolineCarbRed3 mRNA sequence","Crotalus horridus","PyrrolineCarbRed3 mRNA sequence","TBD",2.54e-114,1.46,5.46,"Trinity","Merger"
"TRINITY_DN59278_c0_g1::TRINITY_DN59278_c0_g1_i1::g.16560::m.16560","gi|752777035|gb|GBSH01002864.1|","TSA: Boiga irregularis Birre_TMX3 transcribed RNA sequence","Boiga irregularis","TMX3 transcribed RNA sequence","TBD",0,4.59,17.12,"Trinity","Merger"
"TRINITY_DN59281_c0_g1::TRINITY_DN59281_c0_g1_i1::g.16562::m.16562","ETE62326.1_1","Opha Y+L amino acid transporter 1 ","Ophiophagus hannah","Y+L amino acid transporter 1 ","TBD",1.47e-108,0.85,3.18,"Trinity","Merger"
"TRINITY_DN59290_c0_g1::TRINITY_DN59290_c0_g1_i1::g.16563::m.16563","ETE71838.1_1","Opha Nuclear factor NF-kappa-B subunit  ","Ophiophagus hannah","Nuclear factor NF-kappa-B subunit  ","TBD",1.69e-103,1.84,6.85,"Trinity","Merger"
"TRINITY_DN59297_c0_g1::TRINITY_DN59297_c0_g1_i1::g.16548::m.16548","ETE64973.1_1","Opha DNA polymerase iota  ","Ophiophagus hannah","DNA polymerase iota  ","TBD",9.13e-99,2.31,8.63,"Trinity","Merger"
"TRINITY_DN59298_c0_g1::TRINITY_DN59298_c0_g1_i1::g.16561::m.16561","ETE71840.1_1","Opha Beta-mannosidase  ","Ophiophagus hannah","Beta-mannosidase  ","TBD",0,3.6,13.41,"Trinity","Merger"
"TRINITY_DN592_c0_g1::TRINITY_DN592_c0_g1_i3::g.20049::m.20049","gi|537467077|gb|GAEP01000275.1|","TSA: Micrurus fulvius Mfulv_cap mRNA sequence","Micrurus fulvius","cap mRNA sequence","TBD",0,2.1,7.84,"Trinity","Merger"
"TRINITY_DN592_c0_g1::TRINITY_DN592_c0_g1_i8::g.20048::m.20048","gi|752781905|gb|GBSH01000548.1|","TSA: Boiga irregularis Birre_Caprin1 transcribed RNA sequence","Boiga irregularis","Caprin1 transcribed RNA sequence","TBD",0,3.33,12.41,"Trinity","Merger"
"TRINITY_DN5930_c0_g1::TRINITY_DN5930_c0_g1_i1::g.13964::m.13964","ETE59808.1_1","Opha TBC1 domain family member 4  ","Ophiophagus hannah","TBC1 domain family member 4  ","TBD",1.43e-95,3.16,11.78,"Trinity","Merger"
"TRINITY_DN59314_c0_g1::TRINITY_DN59314_c0_g1_i1::g.6482::m.6482","ETE66223.1_1","Opha Endothelial protein C receptor  ","Ophiophagus hannah","Endothelial protein C receptor  ","TBD",6.51e-57,0.7,2.6,"Trinity","Merger"
"TRINITY_DN59325_c0_g1::TRINITY_DN59325_c0_g1_i1::g.6480::m.6480","gi|521758856|gb|GAAZ01000702.1|","TSA: Crotalus horridus DNA-RNABinding-KIN17 mRNA sequence","Crotalus horridus","DNA-RNABinding-KIN17 mRNA sequence","TBD",1.88e-131,0.43,1.6,"Trinity","Merger"
"TRINITY_DN59329_c0_g1::TRINITY_DN59329_c0_g1_i1::g.6477::m.6477","gi|752776481|gb|GBSH01003117.1|","TSA: Boiga irregularis Birre_VtypeATPase116 transcribed RNA sequence","Boiga irregularis","VtypeATPase116 transcribed RNA sequence","TBD",0,0.66,2.45,"Trinity","Merger"
"TRINITY_DN59330_c0_g1::TRINITY_DN59330_c0_g1_i1::g.6485::m.6485","ETE68943.1_1","Opha MAP7 domain-containing protein 2 ","Ophiophagus hannah","MAP7 domain-containing protein 2 ","TBD",6.46e-102,0.63,2.36,"Trinity","Merger"
"TRINITY_DN59333_c0_g1::TRINITY_DN59333_c0_g1_i1::g.6491::m.6491","ETE68886.1_1","Opha CapZ-interacting protein ","Ophiophagus hannah","CapZ-interacting protein ","TBD",3.08e-179,3.14,11.72,"Trinity","Merger"
"TRINITY_DN59337_c0_g1::TRINITY_DN59337_c0_g1_i1::g.6488::m.6488","ETE69454.1_1","Opha Zinc finger and BTB domain-containing protein 11  ","Ophiophagus hannah","Zinc finger and BTB domain-containing protein 11  ","TBD",0,1.12,4.16,"Trinity","Merger"
"TRINITY_DN5933_c0_g1::TRINITY_DN5933_c0_g1_i1::g.14001::m.14001",NA,NA,NA,NA,NA,NA,0.59,2.21,"Trinity","Merger"
"TRINITY_DN59341_c0_g1::TRINITY_DN59341_c0_g1_i1::g.6486::m.6486","ETE72846.1_1","Opha Laminin subunit alpha-4  ","Ophiophagus hannah","Laminin subunit alpha-4  ","TBD",0,0.81,3.02,"Trinity","Merger"
"TRINITY_DN59342_c0_g1::TRINITY_DN59342_c0_g1_i1::g.6489::m.6489",NA,NA,NA,NA,NA,NA,0.39,1.44,"Trinity","Merger"
"TRINITY_DN59364_c0_g1::TRINITY_DN59364_c0_g1_i1::g.6481::m.6481","gi|537457613|gb|GAEP01001466.1|","TSA: Micrurus fulvius Mfulv_Semaphorin3C mRNA sequence","Micrurus fulvius","Semaphorin3C mRNA sequence","TBD",1.12e-142,0,0,"Trinity","Merger"
"TRINITY_DN59365_c0_g1::TRINITY_DN59365_c0_g1_i1::g.6487::m.6487","gi|752781248|gb|GBSH01000860.1|","TSA: Boiga irregularis Birre_DipepPep3 transcribed RNA sequence","Boiga irregularis","DipepPep3 transcribed RNA sequence","TBD",0,0.98,3.67,"Trinity","Merger"
"TRINITY_DN5936_c0_g1::TRINITY_DN5936_c0_g1_i6::g.14003::m.14003","ETE63175.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,6.42,23.93,"Trinity","Merger"
"TRINITY_DN59372_c0_g1::TRINITY_DN59372_c0_g1_i1::g.6483::m.6483","ETE71343.1_1","Opha Cullin-associated NEDD8-dissociated protein 1  ","Ophiophagus hannah","Cullin-associated NEDD8-dissociated protein 1  ","TBD",2.62e-159,2.33,8.67,"Trinity","Merger"
"TRINITY_DN59376_c0_g1::TRINITY_DN59376_c0_g1_i1::g.6479::m.6479","gi|752777979|gb|GBSH01002441.1|","TSA: Boiga irregularis Birre_SEC14 transcribed RNA sequence","Boiga irregularis","SEC14 transcribed RNA sequence","TBD",1.36e-167,1.77,6.61,"Trinity","Merger"
"TRINITY_DN59383_c0_g1::TRINITY_DN59383_c0_g1_i1::g.6478::m.6478","gi|752777249|gb|GBSH01002757.1|","TSA: Boiga irregularis Birre_THAP7 transcribed RNA sequence","Boiga irregularis","THAP7 transcribed RNA sequence","TBD",0,1.58,5.91,"Trinity","Merger"
"TRINITY_DN5938_c0_g1::TRINITY_DN5938_c0_g1_i2::g.14065::m.14065",NA,NA,NA,NA,NA,NA,6.13,22.84,"Trinity","Merger"
"TRINITY_DN59397_c0_g1::TRINITY_DN59397_c0_g1_i1::g.6484::m.6484",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN5939_c0_g1::TRINITY_DN5939_c0_g1_i1::g.14021::m.14021","gi|752779348|gb|GBSH01001786.1|","TSA: Boiga irregularis Birre_Neurocalcin-d transcribed RNA sequence","Boiga irregularis","Neurocalcin-d transcribed RNA sequence","TBD",3.1e-179,0,0,"Trinity","Merger"
"TRINITY_DN5939_c0_g1::TRINITY_DN5939_c0_g1_i5::g.14022::m.14022","gi|752779348|gb|GBSH01001786.1|","TSA: Boiga irregularis Birre_Neurocalcin-d transcribed RNA sequence","Boiga irregularis","Neurocalcin-d transcribed RNA sequence","TBD",0,16.58,61.82,"Trinity","Merger"
"TRINITY_DN593_c0_g1::TRINITY_DN593_c0_g1_i2::g.20019::m.20019","ETE60400.1_1","Opha Solute carrier family 22 member 23 ","Ophiophagus hannah","Solute carrier family 22 member 23 ","TBD",1.26e-88,1.57,5.86,"Trinity","Merger"
"TRINITY_DN5940_c0_g1::TRINITY_DN5940_c0_g1_i1::g.14063::m.14063","gi|752781708|gb|GBSH01000631.1|","TSA: Boiga irregularis Birre_CDK5 transcribed RNA sequence","Boiga irregularis","CDK5 transcribed RNA sequence","TBD",0,3.8,14.17,"Trinity","Merger"
"TRINITY_DN5940_c0_g1::TRINITY_DN5940_c0_g1_i2::g.14062::m.14062","gi|752781708|gb|GBSH01000631.1|","TSA: Boiga irregularis Birre_CDK5 transcribed RNA sequence","Boiga irregularis","CDK5 transcribed RNA sequence","TBD",0,2.29,8.54,"Trinity","Merger"
"TRINITY_DN5941_c0_g1::TRINITY_DN5941_c0_g1_i1::g.14029::m.14029","ETE62432.1_1","Opha putative E3 ubiquitin-protein ligase  ","Ophiophagus hannah","putative E3 ubiquitin-protein ligase  ","TBD",0,12.9,48.07,"Trinity","Merger"
"TRINITY_DN5941_c0_g1::TRINITY_DN5941_c0_g1_i3::g.14030::m.14030","ETE62432.1_1","Opha putative E3 ubiquitin-protein ligase  ","Ophiophagus hannah","putative E3 ubiquitin-protein ligase  ","TBD",4.4e-72,0,0,"Trinity","Merger"
"TRINITY_DN59420_c0_g1::TRINITY_DN59420_c0_g1_i1::g.24380::m.24380","ETE66887.1_1","Opha Zinc finger protein  ","Ophiophagus hannah","Zinc finger protein  ","TBD",4.88e-67,3.03,11.31,"Trinity","Merger"
"TRINITY_DN59424_c0_g1::TRINITY_DN59424_c0_g1_i1::g.24374::m.24374","ETE66852.1_1","Opha Rho-associated protein kinase 2 ","Ophiophagus hannah","Rho-associated protein kinase 2 ","TBD",5.82e-91,1.36,5.07,"Trinity","Merger"
"TRINITY_DN59429_c0_g1::TRINITY_DN59429_c0_g1_i1::g.24375::m.24375",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN5942_c0_g1::TRINITY_DN5942_c0_g1_i1::g.14053::m.14053","ETE59915.1_1","Opha Rab9 effector protein with kelch motifs  ","Ophiophagus hannah","Rab9 effector protein with kelch motifs  ","TBD",1.29e-52,5.65,21.05,"Trinity","Merger"
"TRINITY_DN5943_c0_g1::TRINITY_DN5943_c0_g1_i1::g.14037::m.14037","ETE63909.1_1","Opha Serum response factor-binding protein 1 ","Ophiophagus hannah","Serum response factor-binding protein 1 ","TBD",0,6.07,22.62,"Trinity","Merger"
"TRINITY_DN5943_c0_g1::TRINITY_DN5943_c0_g1_i4::g.14036::m.14036",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN5945_c0_g1::TRINITY_DN5945_c0_g1_i2::g.13963::m.13963","gi|521753199|gb|GAAZ01002798.1|","TSA: Crotalus horridus Chorr_UbCTermHydrolase22A mRNA sequence","Crotalus horridus","UbCTermHydrolase22A mRNA sequence","TBD",0,1.88,7.01,"Trinity","Merger"
"TRINITY_DN5946_c0_g1::TRINITY_DN5946_c0_g1_i1::g.14046::m.14046","ETE69135.1_1","Opha AT-rich interactive domain-containing protein 1B ","Ophiophagus hannah","AT-rich interactive domain-containing protein 1B ","TBD",4.94e-156,0,0,"Trinity","Merger"
"TRINITY_DN59472_c0_g1::TRINITY_DN59472_c0_g1_i1::g.24376::m.24376","ETE69904.1_1","Opha SCL-interrupting locus protein ","Ophiophagus hannah","SCL-interrupting locus protein ","TBD",0,0.31,1.14,"Trinity","Merger"
"TRINITY_DN59479_c0_g1::TRINITY_DN59479_c0_g1_i1::g.24382::m.24382","ETE64754.1_1","Opha Histone H2A type 1-B/E  ","Ophiophagus hannah","Histone H2A type 1-B/E  ","TBD",2.31e-46,1.47,5.47,"Trinity","Merger"
"TRINITY_DN59484_c0_g1::TRINITY_DN59484_c0_g1_i1::g.24373::m.24373","ETE64563.1_1","Opha Hyaluronan synthase 1  ","Ophiophagus hannah","Hyaluronan synthase 1  ","TBD",0,1.05,3.91,"Trinity","Merger"
"TRINITY_DN59489_c0_g1::TRINITY_DN59489_c0_g1_i1::g.24379::m.24379","ETE62004.1_1","Opha putative ATP-dependent RNA helicase DHX37  ","Ophiophagus hannah","putative ATP-dependent RNA helicase DHX37  ","TBD",2.62e-131,1.21,4.51,"Trinity","Merger"
"TRINITY_DN5948_c0_g1::TRINITY_DN5948_c0_g1_i2::g.14018::m.14018","gi|537444872|gb|GAEP01002005.1|","TSA: Micrurus fulvius Mfulv_NP-1.seq mRNA sequence","Micrurus fulvius","NP-1.seq mRNA sequence","TBD",7.42e-56,0,0,"Trinity","Merger"
"TRINITY_DN59493_c0_g1::TRINITY_DN59493_c0_g1_i1::g.24377::m.24377","ETE73688.1_1","Opha Dynein heavy chain 6, axonemal ","Ophiophagus hannah","Dynein heavy chain 6, axonemal ","TBD",0,1.53,5.71,"Trinity","Merger"
"TRINITY_DN59494_c0_g1::TRINITY_DN59494_c0_g1_i1::g.24378::m.24378","ETE62159.1_1","Opha Coiled-coil and C2 domain-containing protein 2A  ","Ophiophagus hannah","Coiled-coil and C2 domain-containing protein 2A  ","TBD",6.51e-11,0,0,"Trinity","Merger"
"TRINITY_DN5949_c0_g1::TRINITY_DN5949_c0_g1_i2::g.14052::m.14052",NA,NA,NA,NA,NA,NA,1.4,5.2,"Trinity","Merger"
"TRINITY_DN594_c0_g1::TRINITY_DN594_c0_g1_i7::g.19980::m.19980","gi|537466397|gb|GAEP01000433.1|","TSA: Micrurus fulvius Mfulv_DCCInteracting-13b mRNA sequence","Micrurus fulvius","DCCInteracting-13b mRNA sequence","TBD",0,3.39,12.63,"Trinity","Merger"
"TRINITY_DN594_c1_g3::TRINITY_DN594_c1_g3_i1::g.19983::m.19983",NA,NA,NA,NA,NA,NA,15.71,58.56,"Trinity","Merger"
"TRINITY_DN59519_c0_g1::TRINITY_DN59519_c0_g1_i1::g.13481::m.13481","gi|752777899|gb|GBSH01002473.1|","TSA: Boiga irregularis Birre_Serglycin transcribed RNA sequence","Boiga irregularis","Serglycin transcribed RNA sequence","TBD",8.36e-180,2.87,10.71,"Trinity","Merger"
"TRINITY_DN5951_c0_g1::TRINITY_DN5951_c0_g1_i1::g.14026::m.14026",NA,NA,NA,NA,NA,NA,2.18,8.14,"Trinity","Merger"
"TRINITY_DN5951_c0_g1::TRINITY_DN5951_c0_g1_i3::g.14028::m.14028",NA,NA,NA,NA,NA,NA,1.63,6.07,"Trinity","Merger"
"TRINITY_DN59525_c0_g1::TRINITY_DN59525_c0_g1_i1::g.13482::m.13482","ETE60790.1_1","Opha Rab3 GTPase-activating protein catalytic subunit  ","Ophiophagus hannah","Rab3 GTPase-activating protein catalytic subunit  ","TBD",1.45e-88,0,0,"Trinity","Merger"
"TRINITY_DN59529_c0_g1::TRINITY_DN59529_c0_g1_i1::g.13476::m.13476","ETE72474.1_1","Opha hypothetical protein ","Ophiophagus hannah","hypothetical protein ","TBD",0,1.29,4.8,"Trinity","Merger"
"TRINITY_DN5952_c0_g2::TRINITY_DN5952_c0_g2_i2::g.13991::m.13991","ETE70161.1_1","Opha General transcription factor II-I  ","Ophiophagus hannah","General transcription factor II-I  ","TBD",0,1.1,4.11,"Trinity","Merger"
"TRINITY_DN59534_c0_g1::TRINITY_DN59534_c0_g1_i1::g.13483::m.13483","ETE69873.1_1","Opha Cysteine-rich with EGF-like domain protein 1 ","Ophiophagus hannah","Cysteine-rich with EGF-like domain protein 1 ","TBD",8.53e-35,0.61,2.26,"Trinity","Merger"
"TRINITY_DN59536_c0_g1::TRINITY_DN59536_c0_g1_i1::g.13470::m.13470","ETE71251.1_1","Opha Myosin-7  ","Ophiophagus hannah","Myosin-7  ","TBD",0,0.46,1.71,"Trinity","Merger"
"TRINITY_DN59539_c0_g1::TRINITY_DN59539_c0_g1_i1::g.13473::m.13473","ETE69112.1_1","Opha Nipped-B-like protein  ","Ophiophagus hannah","Nipped-B-like protein  ","TBD",0,1.67,6.23,"Trinity","Merger"
"TRINITY_DN5953_c0_g2::TRINITY_DN5953_c0_g2_i1::g.14051::m.14051","ETE65035.1_1","Opha Nucleolar protein of 40 kDa ","Ophiophagus hannah","Nucleolar protein of 40 kDa ","TBD",0,4.36,16.26,"Trinity","Merger"
"TRINITY_DN59559_c0_g1::TRINITY_DN59559_c0_g1_i1::g.13472::m.13472","gi|752780175|gb|GBSH01001374.1|","TSA: Boiga irregularis Birre_InsulinInd2 transcribed RNA sequence","Boiga irregularis","InsulinInd2 transcribed RNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN5955_c0_g1::TRINITY_DN5955_c0_g1_i1::g.14047::m.14047","gi|752781336|gb|GBSH01000816.1|","TSA: Boiga irregularis Birre_DCN1P2 transcribed RNA sequence","Boiga irregularis","DCN1P2 transcribed RNA sequence","TBD",0,4.82,17.95,"Trinity","Merger"
"TRINITY_DN59563_c0_g1::TRINITY_DN59563_c0_g1_i1::g.13471::m.13471","gi|699235344|gb|GBSI01000709.1|","Htorq_DesmoII transcribed RNA sequence","Hypsiglena sp","DesmoII transcribed RNA sequence","TBD",0,2.36,8.79,"Trinity","Merger"
"TRINITY_DN59564_c0_g1::TRINITY_DN59564_c0_g1_i1::g.13479::m.13479",NA,NA,NA,NA,NA,NA,2.74,10.21,"Trinity","Merger"
"TRINITY_DN5956_c0_g1::TRINITY_DN5956_c0_g1_i1::g.13980::m.13980","gi|752779396|gb|GBSH01001762.1|","TSA: Boiga irregularis Birre_NatA-10 transcribed RNA sequence","Boiga irregularis","NatA-10 transcribed RNA sequence","TBD",0,30.66,114.29,"Trinity","Merger"
"TRINITY_DN5956_c0_g1::TRINITY_DN5956_c0_g1_i3::g.13983::m.13983","gi|752779396|gb|GBSH01001762.1|","TSA: Boiga irregularis Birre_NatA-10 transcribed RNA sequence","Boiga irregularis","NatA-10 transcribed RNA sequence","TBD",2.54e-134,0,0,"Trinity","Merger"
"TRINITY_DN59575_c0_g1::TRINITY_DN59575_c0_g1_i1::g.13477::m.13477",NA,NA,NA,NA,NA,NA,0.92,3.42,"Trinity","Merger"
"TRINITY_DN59578_c0_g1::TRINITY_DN59578_c0_g1_i1::g.13480::m.13480","ETE71662.1_1","Opha Protein NPAT  ","Ophiophagus hannah","Protein NPAT  ","TBD",0,1.03,3.84,"Trinity","Merger"
"TRINITY_DN5957_c0_g1::TRINITY_DN5957_c0_g1_i2::g.14015::m.14015",NA,NA,NA,NA,NA,NA,4,14.92,"Trinity","Merger"
"TRINITY_DN59591_c0_g1::TRINITY_DN59591_c0_g1_i1::g.13478::m.13478","ETE65942.1_1","Opha Nesprin-1  ","Ophiophagus hannah","Nesprin-1  ","TBD",0,1.18,4.4,"Trinity","Merger"
"TRINITY_DN5959_c0_g1::TRINITY_DN5959_c0_g1_i3::g.13974::m.13974",NA,NA,NA,NA,NA,NA,5.02,18.7,"Trinity","Merger"
"TRINITY_DN595_c0_g1::TRINITY_DN595_c0_g1_i2::g.20002::m.20002","gi|699235122|gb|GBSI01000820.1|","Htorq_EndothelialDiff-1 transcribed RNA sequence","Hypsiglena sp","EndothelialDiff-1 transcribed RNA sequence","TBD",0,77.74,289.79,"Trinity","Merger"
"TRINITY_DN59600_c0_g1::TRINITY_DN59600_c0_g1_i1::g.13474::m.13474","gi|1446201968|gb|MH233107.1|","Spilotes sulphureus metalloproteinase inhibitor mRNA, partial cds","Spilotes sulphureus","Spilotes sulphureus metalloproteinase inhibitor mRNA, partial cds","SVMP",0,32.59,121.48,"Trinity","Merger"
"TRINITY_DN59605_c0_g1::TRINITY_DN59605_c0_g1_i1::g.13501::m.13501","gi|752778316|gb|GBSH01002287.1|","TSA: Boiga irregularis Birre_RNABinding-2 transcribed RNA sequence","Boiga irregularis","RNABinding-2 transcribed RNA sequence","TBD",7.01e-180,1.78,6.64,"Trinity","Merger"
"TRINITY_DN5960_c0_g1::TRINITY_DN5960_c0_g1_i1::g.14008::m.14008","gi|752779994|gb|GBSH01001464.1|","TSA: Boiga irregularis Birre_LeucineRich-14 transcribed RNA sequence","Boiga irregularis","LeucineRich-14 transcribed RNA sequence","TBD",0,4.08,15.22,"Trinity","Merger"
"TRINITY_DN59613_c0_g1::TRINITY_DN59613_c0_g1_i1::g.13506::m.13506","ETE66306.1_1","Opha Beta-xylosidase/alpha-L-arabinofuranosidase 1  ","Ophiophagus hannah","Beta-xylosidase/alpha-L-arabinofuranosidase 1  ","TBD",0,1.97,7.34,"Trinity","Merger"
"TRINITY_DN59614_c0_g1::TRINITY_DN59614_c0_g1_i1::g.13496::m.13496","gi|387017469|gb|JU175329.1|","TSA: Crotalus adamanteus Cadam_OxidoreductaseGLYR1, mRNA sequence","Crotalus adamanteus","OxidoreductaseGLYR1, mRNA sequence","TBD",7.32e-112,1.5,5.6,"Trinity","Merger"
"TRINITY_DN59615_c0_g1::TRINITY_DN59615_c0_g1_i1::g.13513::m.13513",NA,NA,NA,NA,NA,NA,0.42,1.55,"Trinity","Merger"
"TRINITY_DN5961_c0_g1::TRINITY_DN5961_c0_g1_i1::g.13969::m.13969","gi|752782236|gb|GBSH01000408.1|","TSA: Boiga irregularis Birre_BECL1 transcribed RNA sequence","Boiga irregularis","BECL1 transcribed RNA sequence","TBD",0,2.68,9.97,"Trinity","Merger"
"TRINITY_DN5961_c0_g2::TRINITY_DN5961_c0_g2_i3::g.13970::m.13970","gi|752782236|gb|GBSH01000408.1|","TSA: Boiga irregularis Birre_BECL1 transcribed RNA sequence","Boiga irregularis","BECL1 transcribed RNA sequence","TBD",0,5.94,22.15,"Trinity","Merger"
"TRINITY_DN59623_c0_g1::TRINITY_DN59623_c0_g1_i1::g.13504::m.13504","ETE62320.1_1","Opha Opioid growth factor receptor-like protein 1  ","Ophiophagus hannah","Opioid growth factor receptor-like protein 1  ","TBD",0,3.1,11.56,"Trinity","Merger"
"TRINITY_DN59629_c0_g1::TRINITY_DN59629_c0_g1_i1::g.13516::m.13516","ETE74013.1_1","Opha 5-azacytidine-induced protein 1 ","Ophiophagus hannah","5-azacytidine-induced protein 1 ","TBD",0,1.8,6.7,"Trinity","Merger"
"TRINITY_DN59632_c0_g1::TRINITY_DN59632_c0_g1_i1::g.13498::m.13498","ETE72009.1_1","Opha Proteasome activator complex subunit 4  ","Ophiophagus hannah","Proteasome activator complex subunit 4  ","TBD",0,1.25,4.64,"Trinity","Merger"
"TRINITY_DN59633_c0_g1::TRINITY_DN59633_c0_g1_i1::g.13509::m.13509","ETE66659.1_1","Opha Dual specificity protein phosphatase 10 ","Ophiophagus hannah","Dual specificity protein phosphatase 10 ","TBD",8.58e-164,0.71,2.66,"Trinity","Merger"
"TRINITY_DN59638_c0_g1::TRINITY_DN59638_c0_g1_i1::g.13515::m.13515","ETE61163.1_1","Opha PR domain zinc finger protein 10  ","Ophiophagus hannah","PR domain zinc finger protein 10  ","TBD",4.35e-162,0.58,2.17,"Trinity","Merger"
"TRINITY_DN59642_c0_g1::TRINITY_DN59642_c0_g1_i1::g.13507::m.13507",NA,NA,NA,NA,NA,NA,0.84,3.12,"Trinity","Merger"
"TRINITY_DN59646_c0_g1::TRINITY_DN59646_c0_g1_i1::g.13503::m.13503","gi|752778938|gb|GBSH01001990.1|","TSA: Boiga irregularis Birre_PLA2Inh-gB-2 transcribed RNA sequence","Boiga irregularis","PLA2Inh-gB-2 transcribed RNA sequence","TBD",0,53.86,200.79,"Trinity","Merger"
"TRINITY_DN59648_c0_g1::TRINITY_DN59648_c0_g1_i1::g.13500::m.13500","ETE74034.1_1","Opha mRNA-decapping enzyme 1B  ","Ophiophagus hannah","mRNA-decapping enzyme 1B  ","TBD",1.43e-156,0.73,2.73,"Trinity","Merger"
"TRINITY_DN59652_c0_g1::TRINITY_DN59652_c0_g1_i1::g.13510::m.13510",NA,NA,NA,NA,NA,NA,1.64,6.12,"Trinity","Merger"
"TRINITY_DN5965_c0_g1::TRINITY_DN5965_c0_g1_i3::g.13996::m.13996",NA,NA,NA,NA,NA,NA,6.09,22.7,"Trinity","Merger"
"TRINITY_DN5965_c0_g1::TRINITY_DN5965_c0_g1_i4::g.13998::m.13998",NA,NA,NA,NA,NA,NA,1.76,6.55,"Trinity","Merger"
"TRINITY_DN59662_c0_g1::TRINITY_DN59662_c0_g1_i1::g.13502::m.13502","gi|752779736|gb|GBSH01001593.1|","TSA: Boiga irregularis Birre_MF8 transcribed RNA sequence","Boiga irregularis","MF8 transcribed RNA sequence","TBD",0,1.99,7.41,"Trinity","Merger"
